movie_id,actor_id,director_id
1322,461,173
4707,461,367
1961,461,522
4780,462,232
3264,462,343
1767,462,493
383,462,695
456,462,695
561,462,695
896,462,695
2411,463,5
384,463,643
3594,464,1091
4853,464,1493
2673,465,202
2925,465,382
385,466,1426
1022,468,926
3742,469,70
1686,469,71
392,470,5
975,470,206
2455,471,93
3673,472,339
1556,472,466
3219,472,1093
1017,472,1619
3526,473,26
566,473,182
4169,473,1450
1299,474,465
4282,476,136
4403,476,271
2260,476,821
2436,476,1339
302,476,1530
3540,477,328
3456,477,453
401,478,1301
1737,479,206
4317,479,643
1861,480,271
963,480,835
2854,480,963
2989,480,1070
214,481,1249
3681,482,102
4625,482,1124
2169,483,214
2035,483,325
1545,483,390
1786,483,542
799,483,828
2073,483,979
3925,484,977
2767,484,1176
3697,485,460
1937,486,424
2006,486,503
404,487,35
1987,487,130
3574,487,216
2256,487,273
2098,487,1509
4201,488,227
409,488,1603
405,489,979
1564,490,15
2276,490,17
2432,490,24
406,490,35
4142,490,41
2059,490,70
1484,490,77
1708,490,97
2535,490,130
2997,490,142
3235,490,301
1606,490,354
1364,490,404
2036,490,504
2360,490,613
3802,490,695
1224,490,752
1055,490,1064
1178,490,1064
1666,490,1064
3172,490,1166
726,490,1265
812,491,417
537,491,530
735,491,530
3966,491,609
4838,492,1372
2485,493,529
408,493,642
4311,493,1070
1134,495,35
4291,495,319
1595,495,1249
2598,496,293
931,497,17
927,497,37
1314,497,130
1444,497,677
2086,497,677
3105,497,695
1285,497,1079
3197,497,1123
2554,497,1303
4445,497,1323
409,497,1603
3757,498,342
4224,498,369
1476,498,437
1171,498,447
3974,498,1460
807,498,1614
4476,500,441
222,500,877
1245,501,846
1537,502,34
3990,502,42
2426,502,139
2642,503,221
410,503,1283
717,504,0
1427,504,142
6,504,379
1922,504,382
2206,504,923
3443,504,923
4159,505,864
3299,505,987
2450,506,48
557,506,877
1086,507,70
3337,507,81
892,507,173
3916,509,1543
2075,510,320
2378,510,381
3169,510,1055
2730,511,156
1251,512,499
1810,512,591
187,512,770
3425,512,1126
1826,513,28
451,513,875
2444,514,13
1505,514,138
4762,514,1470
4648,515,27
3200,515,68
484,515,291
4453,515,541
2437,517,170
1825,517,305
2942,517,317
830,518,447
4346,518,1191
594,518,1668
1394,519,1354
2303,520,1002
2701,520,1002
414,521,0
1052,521,67
679,521,76
2739,521,92
1450,521,226
461,521,269
1341,521,334
1699,521,363
2331,521,596
1910,521,1212
415,522,339
2395,522,398
4379,523,134
1614,523,783
618,523,1156
885,523,1156
416,523,1405
1754,524,24
420,524,77
528,524,77
1175,524,390
4551,524,557
434,524,1004
1358,524,1061
862,524,1166
1337,524,1265
421,525,503
256,525,737
1425,525,1221
423,526,726
4122,526,1573
720,527,89
425,527,185
1088,527,1159
2524,528,237
427,528,540
1310,528,1177
2659,528,1569
2683,529,946
2062,529,1452
2628,530,463
2037,530,1184
1259,530,1185
432,530,1218
381,531,405
2787,531,770
453,531,1025
438,531,1159
1513,532,1383
948,533,766
3824,534,67
514,534,867
3072,535,451
2835,535,949
4302,536,85
1137,536,530
2060,536,631
448,536,1030
705,536,1030
706,537,29
4283,537,56
4603,537,95
2124,537,146
4661,537,159
780,537,206
1850,537,246
1042,537,417
2141,537,591
3852,537,888
1206,537,1336
1891,538,290
827,538,503
2525,538,904
450,538,912
621,539,42
3065,540,196
2941,540,242
451,540,875
1241,540,1221
2416,541,15
452,541,485
157,541,1471
1169,542,435
454,542,999
545,542,1216
1227,543,912
1548,544,26
1226,544,147
488,547,1336
460,548,247
4286,548,297
1386,548,338
836,548,435
2861,548,501
1595,548,1249
4241,549,19
2170,549,257
1504,549,462
4839,549,773
2863,549,889
463,549,1133
3754,550,137
464,550,433
465,551,173
3218,551,688
139,551,877
1493,552,123
3372,552,561
2662,552,1032
496,552,1166
1298,552,1216
2258,554,44
3077,555,1584
469,556,623
3424,556,1630
2287,557,305
470,557,1383
1630,558,357
472,558,1613
1777,559,383
476,562,833
3451,563,247
477,564,205
550,564,474
1541,564,474
1360,564,483
995,564,595
2182,564,1054
1590,564,1240
3988,565,691
1095,566,205
545,566,1216
478,567,609
1928,568,787
479,568,999
2213,568,1445
1664,569,370
480,569,483
608,569,631
1235,569,830
1648,569,926
1051,569,978
589,569,1164
3252,569,1470
1162,569,1619
971,570,209
1320,570,291
1061,570,349
4601,571,145
3699,572,163
3802,572,695
3616,573,159
4307,573,242
482,573,545
1847,573,1158
1390,573,1243
3352,574,163
2340,575,138
4497,575,287
323,575,513
483,575,704
4489,575,1029
1532,575,1177
4399,576,60
3784,576,858
488,578,1336
738,579,205
4821,579,690
4532,579,789
4686,579,1427
3603,580,123
4348,581,295
4199,581,473
452,581,485
2766,582,147
1289,583,15
2025,583,147
4786,583,422
4095,583,1648
2666,583,1690
2278,584,34
1445,585,290
1550,585,915
1188,585,1180
322,586,84
164,586,484
1519,586,1214
3174,587,854
2248,588,1064
493,588,1151
4599,589,246
2510,590,1680
773,591,130
498,591,877
220,591,1448
2579,592,404
919,592,847
540,592,1519
3506,593,33
3464,593,784
499,594,1623
4368,595,17
3995,595,37
2948,595,509
1485,595,1311
3829,596,714
3044,597,1
2803,597,196
3515,597,369
271,597,1396
1787,597,1468
722,598,484
3399,598,1091
3101,599,1294
2933,601,84
2645,601,445
1638,602,773
3997,603,23
1975,603,170
1280,604,77
3208,605,60
504,605,196
2838,605,1193
1129,605,1194
934,607,166
505,607,1249
506,608,542
3638,608,1032
3821,610,98
252,610,255
851,610,1690
2130,611,42
1761,611,1015
4610,611,1334
4575,612,695
3312,612,1341
356,613,379
1587,613,866
2729,616,32
507,616,339
2401,616,445
1888,616,482
1187,616,783
1136,616,824
1153,616,867
4189,616,1245
508,617,130
1204,617,379
895,617,1114
512,618,123
3696,618,629
2729,619,32
516,619,208
4148,619,433
401,619,1301
4350,619,1543
1023,620,405
722,620,484
4390,620,604
3819,621,8
876,621,831
968,621,1106
843,622,187
961,622,275
2878,623,3
3038,623,3
3346,623,3
3971,623,3
4293,623,17
3531,623,31
519,623,37
3535,623,156
4366,623,163
4741,623,163
3132,623,233
1069,623,351
4118,623,361
4149,623,419
4428,623,423
2451,623,720
3113,623,840
3282,623,953
2758,623,1132
2104,623,1439
3702,624,30
610,624,110
917,624,404
522,624,452
1507,624,650
1263,624,962
4654,624,1305
1807,624,1341
4094,624,1385
1202,624,1699
1454,625,360
4106,625,492
3028,625,638
527,625,861
3400,626,34
4444,626,274
603,626,310
3439,626,554
683,626,785
4322,626,868
531,626,926
2482,627,507
1346,627,1420
1998,628,153
3432,628,1050
538,629,795
540,630,1519
2069,630,1521
4298,631,393
541,631,875
1666,631,1064
542,632,465
755,632,1537
1460,632,1611
729,633,77
2746,633,263
3224,633,285
3704,633,328
4854,634,3
1976,634,60
2913,634,467
543,634,1064
2175,635,349
4357,636,83
547,636,312
1217,637,493
548,639,998
4299,640,80
4796,640,231
3860,640,235
4125,640,235
4580,640,342
4298,640,393
3880,640,424
4731,640,682
3565,640,1220
4412,640,1318
4233,640,1328
4420,641,313
1382,641,383
1102,641,540
3771,641,568
2549,641,575
353,641,600
3386,641,1082
2565,641,1327
2889,642,139
2784,642,353
1754,643,24
3237,643,97
2410,643,695
631,644,269
656,644,334
372,644,752
856,644,823
1359,644,830
2082,644,1134
2197,644,1193
700,644,1690
2232,645,164
1843,645,296
943,645,390
4411,645,412
1251,645,499
2806,645,500
2968,645,643
557,645,877
2694,645,1268
857,646,269
3792,647,882
380,647,994
592,648,737
558,648,994
2345,649,275
2413,649,420
4156,650,138
2465,650,297
3266,650,558
990,652,71
563,652,709
58,653,530
564,653,1706
3685,655,415
4133,655,644
2252,655,918
566,656,182
2643,656,226
2501,656,301
3211,657,17
3990,657,42
1576,657,101
1880,657,101
1992,657,118
2745,657,161
3078,657,161
3573,657,161
3709,657,161
1271,657,165
4004,657,215
3693,657,239
2764,657,247
2271,657,272
4249,657,272
4482,657,272
4728,657,272
1848,657,301
4178,657,336
877,657,433
1070,657,433
1871,657,433
3059,657,433
1635,657,483
974,657,499
2478,657,547
2022,657,595
2122,657,665
567,657,752
1008,657,866
2486,657,1090
3322,657,1090
4548,657,1090
4686,657,1427
4265,658,16
198,658,161
3281,658,1013
2502,659,126
767,659,241
1578,659,271
2285,659,276
3720,659,403
1615,659,404
3607,659,543
2250,659,823
570,659,1114
4352,659,1481
712,660,23
2932,660,151
1926,660,312
3302,660,937
572,660,1420
1611,660,1420
573,661,648
506,662,542
3428,663,1294
2617,664,35
2700,664,787
4561,665,1450
3826,666,1091
1108,667,709
585,667,1177
4681,668,16
4244,668,68
3705,668,322
579,668,564
4339,668,695
618,668,1156
3569,668,1491
336,669,104
1445,669,290
474,669,368
751,669,996
598,669,1603
64,669,1668
582,670,196
2279,670,294
2647,670,424
2066,671,339
800,671,595
583,671,602
4050,671,661
4835,672,132
433,672,219
584,672,642
637,672,828
1145,673,101
3602,673,326
1963,673,568
90,673,926
3409,674,202
2845,674,943
4074,674,1445
1693,675,545
1863,675,694
3911,676,1339
145,678,999
4624,679,68
411,679,142
2330,679,236
986,679,877
590,679,1127
1321,680,53
2934,680,252
4287,680,305
591,680,554
382,680,823
2728,681,60
3100,681,156
1291,682,104
3157,682,437
4041,682,1219
930,683,14
1170,683,14
1867,683,600
594,683,1668
2937,685,111
2923,685,124
2044,685,370
3012,685,386
534,685,1030
3549,686,5
1795,686,627
1519,686,1214
3357,687,67
4772,689,252
794,690,617
599,690,785
3367,691,460
1130,691,1700
3177,692,502
600,692,1212
1683,693,42
2440,693,67
1333,693,76
2923,693,124
1004,693,147
926,693,247
2041,693,277
3914,693,334
601,693,377
1545,693,390
3458,693,606
999,693,776
568,693,1578
1061,694,349
3483,695,1237
1381,696,627
203,697,485
602,697,889
996,697,889
4398,698,285
1716,698,596
3430,698,895
3107,698,1304
1873,699,5
1901,699,180
2833,699,296
1120,699,379
2236,699,492
2306,699,820
743,699,934
803,700,1553
1069,701,351
605,701,1301
4705,702,32
4085,702,35
3118,702,804
606,702,1351
3104,703,274
607,703,695
4678,703,800
3596,704,1020
609,704,1171
1904,705,83
4692,705,757
1875,705,953
3962,706,776
541,706,875
448,706,1030
3462,707,768
2596,708,84
2962,708,273
3205,709,26
2365,709,263
4730,710,440
4663,710,460
550,710,474
3478,710,1132
4380,710,1470
1815,711,26
3593,711,64
2190,711,70
1956,711,92
2117,711,92
4187,711,100
3127,711,104
3089,711,117
3678,711,124
3213,711,154
947,711,161
1675,711,187
4155,711,194
819,711,196
1417,711,252
2631,711,272
2345,711,275
2501,711,301
1725,711,308
950,711,332
2066,711,339
1868,711,375
1593,711,379
2842,711,452
2141,711,591
3763,711,607
699,711,877
1196,711,1033
2088,711,1253
4717,711,1470
613,712,23
4615,712,122
1336,712,142
3385,712,244
1634,712,339
1192,712,375
1328,712,499
1654,712,709
1352,713,433
949,713,521
2244,714,269
4062,714,336
616,714,465
1668,714,722
2552,714,1286
4067,715,23
1965,715,138
1302,715,198
619,715,332
3144,716,31
622,716,370
3738,718,1693
624,719,1164
291,719,1200
2630,719,1348
99,719,1519
629,720,655
1064,721,41
1179,721,131
1322,721,173
1495,721,173
2040,721,578
1286,721,628
1609,721,824
3499,721,954
1225,721,1025
2493,721,1047
850,721,1049
955,721,1049
633,722,47
2653,722,96
1125,722,142
2799,722,450
3460,722,512
2147,722,587
3528,722,1155
4759,722,1168
1968,722,1441
2824,723,607
635,723,1214
1448,724,196
1554,724,196
640,724,467
2826,724,987
638,724,1151
1026,725,643
639,725,1193
1004,726,147
1677,726,447
864,726,462
640,726,467
1236,726,467
1212,726,648
1557,726,795
810,726,1448
642,727,187
3419,727,242
3599,728,13
3995,728,37
1173,728,47
1041,728,156
740,728,470
1168,728,470
1753,728,470
965,728,499
3199,728,601
643,728,770
1588,728,991
644,729,164
1367,731,266
4837,731,1272
649,732,252
4461,732,275
4795,733,19
3637,733,371
4117,734,34
3556,734,252
4451,734,314
3175,734,708
2570,734,850
650,734,1396
2868,734,1445
651,735,222
1056,735,222
2355,735,299
1454,735,360
1349,735,459
1629,735,506
859,735,1608
653,736,338
1386,736,338
4187,737,100
786,737,1165
997,737,1239
1488,737,1279
1274,739,0
4214,739,151
3992,739,242
3662,739,1286
3493,740,834
200,742,269
3338,742,357
308,743,1253
661,743,1383
2169,745,214
4244,746,68
4132,746,106
3878,747,663
265,747,847
671,749,173
667,749,1330
3114,750,168
3133,750,194
1688,750,212
2327,750,305
668,750,433
1501,750,514
1668,750,722
1057,750,1619
1770,750,1619
1724,751,17
2816,751,24
1426,751,29
1977,751,76
2454,751,97
1690,751,142
4303,751,142
1711,751,146
4125,751,235
2861,751,501
3000,751,583
4338,751,827
2366,751,994
480,752,483
669,752,1063
4661,753,159
1714,753,503
670,753,545
1945,753,558
823,753,819
239,754,0
672,754,229
1837,754,255
1232,754,695
4242,756,466
673,756,1617
2386,757,501
4567,757,548
896,757,695
675,757,831
4811,758,92
677,758,146
780,758,206
694,758,830
2172,759,420
2914,759,1087
3063,760,65
2494,760,718
1019,760,996
678,760,1657
3160,761,19
419,762,452
4713,762,661
3322,762,1090
684,763,77
4463,763,201
4423,763,644
3929,763,917
1016,763,1412
1674,764,0
2878,764,3
355,764,1239
685,765,219
686,766,349
2788,767,175
855,767,379
2735,767,655
1123,767,1242
689,768,325
4185,768,598
159,768,695
2183,768,741
596,768,1277
1017,768,1619
836,769,435
690,769,866
706,770,29
711,772,1033
692,772,1414
1581,773,372
1582,773,417
2192,773,559
693,773,947
2793,773,1372
1214,774,48
4006,775,129
2314,775,388
2259,775,655
4409,776,38
4249,776,272
329,776,711
1319,777,85
798,777,207
4111,777,478
3967,778,7
4358,778,7
4701,778,19
4795,778,19
2910,778,22
4104,778,22
3348,778,46
3664,778,46
3518,778,126
3863,778,126
1218,778,180
3729,778,231
4259,778,424
4858,778,448
1886,778,491
1515,778,623
1065,778,752
1509,778,785
261,778,894
3188,778,1142
1790,778,1578
4553,778,1703
4121,779,25
2258,779,44
942,779,180
1938,779,332
725,779,339
4079,779,441
1371,779,554
1225,779,1025
29,780,247
697,781,915
4592,781,1000
2725,782,547
3589,782,644
698,782,695
839,784,255
2556,784,796
1522,785,574
1667,785,979
2661,785,1081
1391,785,1253
604,785,1631
2870,785,1675
1729,786,256
703,787,860
1001,787,1355
3243,789,499
1603,789,704
1238,790,1049
2126,791,224
598,791,1603
4320,792,31
3396,792,101
1651,792,526
967,792,600
4025,792,1000
1589,793,1091
4607,794,65
2250,794,823
2224,794,1127
2483,795,1699
3831,796,243
1567,797,51
723,797,540
3346,798,3
210,798,484
274,798,764
531,799,926
707,799,1337
1063,800,354
4389,800,682
565,800,823
2888,801,69
1277,801,153
1586,801,222
3419,801,242
2294,801,353
713,801,390
940,801,437
2154,801,452
3129,801,552
2339,801,564
3115,801,773
1213,801,795
4380,801,1470
716,802,158
3381,802,273
1340,802,1214
2958,803,229
719,803,433
3076,804,793
2977,804,1042
727,804,1127
4856,804,1300
3933,805,369
3683,805,492
736,805,681
1509,805,785
4460,806,181
1431,806,505
3533,807,74
4581,807,174
334,807,230
1908,807,304
737,807,600
2094,807,1690
2237,808,1074
4560,808,1480
835,809,207
2604,809,1087
742,809,1625
537,810,530
1984,810,697
745,810,1383
998,810,1383
3091,811,11
2278,811,34
3400,811,34
749,811,118
2812,811,185
2906,811,203
4719,811,211
3318,811,263
2282,811,314
4765,811,412
418,811,465
1438,811,521
4649,811,568
4306,811,881
2835,811,949
3178,811,1041
2619,811,1155
2375,811,1197
1628,811,1241
3312,811,1341
3782,811,1548
1405,812,67
2307,812,97
2156,812,246
1908,812,304
2648,812,320
3562,812,325
4102,812,339
1726,812,445
3201,812,516
758,812,540
752,812,542
3966,812,609
4742,813,20
4391,813,700
414,814,0
929,814,47
4115,814,170
4266,815,13
759,815,85
976,815,85
1186,815,85
1574,815,85
4627,815,85
1893,815,695
1934,815,979
681,816,540
760,816,1609
1275,817,260
1436,818,214
1981,818,542
762,818,545
1897,818,1183
2356,819,289
1620,819,1168
1598,820,161
648,820,320
4501,821,9
1894,821,20
2059,821,70
1151,821,161
1216,821,377
3012,821,386
2891,821,497
4457,821,1189
2376,822,149
2153,822,205
1270,822,289
830,822,447
1127,822,677
2700,822,787
1075,822,979
1374,822,1242
765,823,695
1649,823,819
770,824,978
318,824,1485
1315,825,670
1267,825,978
4042,826,205
1941,826,517
3808,826,545
385,826,1426
1939,827,994
779,827,1239
2004,828,434
4488,828,896
3722,829,494
889,829,947
2573,830,165
1048,831,23
774,831,118
3870,831,480
4698,831,1061
4530,832,42
3521,832,44
2986,832,470
4594,832,542
715,833,109
788,835,405
833,835,1640
2625,836,227
3984,836,322
789,836,1250
915,836,1250
1774,836,1250
2063,836,1250
2239,836,1250
2676,836,1250
848,837,130
4210,837,344
3455,837,629
1580,838,48
1093,838,104
4054,838,665
2197,838,1193
3509,839,9
3724,839,212
791,839,1241
2734,840,103
118,840,885
2209,840,1374
2355,841,299
1506,841,776
3163,841,1062
1166,841,1241
1295,842,23
4301,842,79
4475,842,110
2613,842,266
462,842,379
2605,843,138
818,843,180
3260,844,269
1002,844,542
2318,844,607
793,844,1623
262,846,142
795,847,1064
4442,848,812
3545,849,883
2136,850,127
2221,850,378
3467,850,798
2696,850,1052
792,851,658
4525,851,1589
1056,852,222
1842,852,631
802,852,1200
3037,854,163
2218,854,1444
4799,854,1590
3410,855,36
873,855,208
417,855,499
804,855,1199
69,856,1603
806,857,1159
2919,858,2
2430,858,37
1371,859,554
4640,859,601
1848,860,301
2540,860,321
2832,860,1383
3795,861,624
1068,862,420
3082,862,921
987,862,1159
1406,863,287
809,863,498
2328,864,202
815,865,123
1067,865,123
1201,865,312
1300,865,370
2669,865,429
1399,865,452
2518,865,953
2681,865,1634
3034,865,1703
2927,866,46
3125,866,402
823,866,819
2781,866,1013
2574,867,1
3044,867,1
3215,867,1
3856,867,1
4175,867,1
2794,867,11
3832,867,13
824,867,23
1295,867,23
1971,867,23
2882,867,23
2936,867,23
3225,867,23
3997,867,23
3689,867,172
4305,867,191
2320,867,239
1823,867,252
1980,867,334
2792,867,385
4450,867,385
4392,867,419
1154,867,643
3922,867,652
2275,867,697
1338,867,813
834,867,1193
1490,867,1218
171,867,1253
832,868,5
3715,868,35
1150,868,37
2807,868,110
1998,868,153
3445,868,301
1465,868,308
3356,868,426
3849,868,440
4296,868,440
4425,868,440
4730,868,440
4039,868,480
4308,868,480
1903,868,648
4209,868,719
4290,868,777
3713,868,793
3893,868,793
1404,868,934
2251,868,1342
1481,869,312
1692,869,655
4058,870,155
843,870,187
1105,870,455
489,870,996
845,871,1185
1759,872,428
847,872,773
1643,872,1431
4734,873,8
1330,873,349
2754,874,36
2128,874,147
853,874,202
2176,874,1214
854,875,526
1116,875,1630
4388,876,92
1482,876,110
1917,876,355
4075,876,954
137,877,84
858,877,770
4702,878,10
3510,878,53
861,878,83
138,878,1159
1899,879,110
4231,879,110
4161,879,204
440,879,417
2280,879,910
2761,880,70
868,881,196
1887,881,272
3465,883,147
558,883,994
869,883,1260
1841,884,155
872,884,1106
3134,884,1422
3313,886,512
3883,886,690
1131,887,530
874,888,1336
2877,889,95
3857,889,1155
1869,890,174
2768,890,330
314,890,666
2446,891,158
1143,891,202
3067,892,119
1412,892,130
1927,892,462
883,892,1279
1064,893,41
886,893,238
1466,893,239
536,893,255
233,893,828
412,894,484
3750,895,233
889,895,947
4103,896,47
719,896,433
2955,896,439
1116,897,1630
894,898,470
3286,898,906
739,899,222
532,900,291
898,900,1199
205,901,542
1671,901,1700
392,902,5
3117,902,116
4016,903,14
2691,903,769
900,903,781
398,904,542
903,904,591
1325,905,460
1235,905,830
904,905,1241
3383,906,48
3369,906,126
2538,906,354
2179,908,48
4625,908,1124
1895,908,1190
906,908,1422
2541,908,1693
1723,909,64
3891,909,231
907,909,472
908,910,332
4371,911,126
3950,912,130
1182,912,160
4672,912,208
3097,913,230
3871,913,706
1379,913,758
910,913,979
4531,914,101
1788,914,243
943,914,390
911,914,886
204,914,943
1892,914,1336
4665,915,21
2358,917,477
913,917,994
2563,918,1062
3960,918,1352
2884,919,12
3622,919,1334
4432,919,1334
3847,919,1495
2284,920,166
1458,921,428
4434,921,937
3651,922,603
918,923,370
4331,923,757
2493,923,1047
490,924,146
1464,924,277
3888,924,1119
2230,925,208
4538,925,489
2009,925,1061
1974,926,607
2984,926,820
1205,926,1218
4074,926,1445
1876,927,3
4104,928,22
87,928,77
3890,928,155
922,928,602
394,929,1177
4720,930,1334
928,931,262
2538,931,354
2403,931,573
2689,931,591
2533,931,1121
396,932,631
879,932,934
1628,932,1241
932,933,120
1824,933,234
4252,933,1077
934,934,166
2611,934,491
3016,934,582
3064,934,669
1243,935,77
3124,935,325
935,935,357
1253,935,377
1477,935,465
3504,935,792
1258,935,1309
937,936,89
3202,936,237
811,937,47
2738,937,225
938,937,1040
1622,937,1114
3011,938,576
2617,939,35
1840,939,123
3634,939,129
993,939,130
2116,939,147
2559,939,147
1160,939,207
2018,939,291
3749,939,291
945,939,312
3711,939,348
1709,939,488
1503,939,643
946,940,1276
1143,941,202
1670,941,542
2991,941,664
1000,941,695
326,942,130
4645,942,237
953,942,788
956,943,404
1302,944,198
18,944,577
4578,944,619
3276,944,802
2897,944,1470
2462,945,36
1819,945,266
615,945,275
1076,945,280
1481,945,312
2768,945,330
2523,945,379
969,945,433
1432,945,457
2207,945,562
2246,945,639
1090,945,722
1649,945,819
958,945,846
1369,945,1218
1258,945,1309
1800,945,1630
1785,945,1690
959,946,545
307,946,877
982,947,785
3384,948,20
460,948,247
4735,948,325
2171,948,995
3112,949,222
2142,949,643
978,949,867
2235,949,1002
4355,949,1006
2158,949,1391
966,950,831
1555,950,1114
967,951,600
1085,951,600
1245,951,846
1210,951,1212
4059,952,1324
977,953,508
3267,955,70
3283,956,130
981,956,182
1198,956,355
2847,957,1575
983,958,1396
984,959,1214
324,960,17
1783,960,167
924,961,0
985,961,268
3259,962,105
1551,962,301
2739,963,92
989,963,1405
4502,964,22
2302,964,378
3110,965,71
1463,965,320
992,965,1216
994,966,159
3834,966,727
4573,966,1102
4370,967,44
3557,967,80
1003,967,1155
2319,968,1
4130,968,11
4530,968,42
2894,968,51
1947,968,67
3357,968,67
2722,968,71
1279,968,101
1182,968,160
3505,968,165
1717,968,219
1821,968,221
4449,968,324
3876,968,423
3823,968,439
620,968,455
3250,968,741
3989,968,741
4824,968,758
1009,969,953
1200,970,255
1283,970,354
4820,970,367
1735,970,437
2644,970,713
1010,970,1265
4525,970,1589
1011,971,35
1612,971,70
197,971,325
3244,972,311
592,972,737
1418,972,1690
3970,975,211
1013,976,711
1014,978,837
1209,978,885
791,978,1241
1145,979,101
2322,979,159
4312,979,369
1018,979,1260
2893,980,7
1396,981,275
2520,981,464
1040,981,591
573,981,648
1798,981,1177
102,981,1277
2883,982,442
1304,982,889
1294,982,1105
1597,982,1155
1429,983,5
3625,983,94
1183,983,118
3073,983,308
1670,983,542
1196,983,1033
423,984,726
229,984,861
1021,984,998
1024,986,722
2268,987,26
1376,987,370
4438,988,215
1025,988,852
2390,988,1283
4642,988,1590
1685,989,151
2936,990,23
1027,990,120
3519,990,134
1363,991,29
3838,991,68
2583,991,255
3235,991,301
4295,991,406
1444,991,677
1031,991,1420
3324,992,204
1715,992,1126
2087,992,1356
1032,992,1422
668,993,433
82,993,1608
1033,993,1690
4518,994,47
1257,994,76
4829,994,102
4436,994,168
2490,994,474
1327,994,828
3692,996,111
2850,996,273
3378,996,325
1264,997,877
4723,997,1114
3849,998,440
1036,998,681
4499,998,1491
2513,999,96
1403,999,156
1038,999,165
1502,999,433
2478,999,547
1619,999,695
173,999,788
1080,999,1212
1252,999,1212
4355,1000,1006
1050,1001,158
2925,1001,382
1195,1001,926
1001,1001,1355
1941,1002,517
1081,1003,294
1058,1003,462
1972,1003,600
4198,1003,655
3441,1003,691
1205,1003,1218
2264,1004,12
2748,1004,12
3733,1004,59
3248,1004,73
2629,1004,157
1676,1004,186
1957,1004,186
2431,1004,186
3474,1004,340
1957,1005,186
3914,1005,334
1062,1005,503
3359,1006,2
1063,1006,354
907,1006,472
1398,1006,943
3070,1007,155
1066,1007,219
3413,1007,277
3,1007,368
1072,1008,15
3709,1008,161
424,1008,467
4745,1008,1029
1282,1010,35
1526,1010,35
1642,1010,76
1493,1010,123
2818,1010,312
1078,1010,334
3280,1010,345
3627,1010,345
4089,1010,410
2578,1010,478
1960,1010,494
2049,1010,560
1304,1010,889
3103,1010,1119
4138,1011,134
822,1011,205
912,1011,943
2009,1011,1061
1079,1011,1127
1923,1011,1193
4005,1011,1323
325,1011,1529
893,1012,142
3383,1013,48
1950,1013,53
2267,1013,53
3385,1013,244
2583,1013,255
2346,1013,282
1309,1013,332
4165,1013,367
2146,1013,368
3442,1013,383
1703,1013,398
3804,1013,522
1842,1013,631
2060,1013,631
3806,1013,685
817,1014,256
1455,1014,262
2080,1014,630
1528,1014,711
1084,1014,1232
4031,1014,1341
1086,1016,70
1375,1016,941
3402,1018,17
1378,1018,627
1089,1018,704
2058,1018,947
2794,1019,11
1091,1019,1351
3140,1019,1383
3657,1019,1383
2218,1019,1444
3758,1020,106
1094,1021,34
962,1022,308
1669,1022,388
1097,1022,1033
2486,1023,1090
2105,1024,17
3099,1024,17
3675,1024,17
4502,1024,22
2266,1024,84
2933,1024,84
2595,1024,109
4289,1024,119
3238,1024,138
1982,1024,156
2042,1024,186
3515,1024,369
3703,1024,719
4322,1024,868
4064,1024,1117
1100,1025,1177
439,1026,513
347,1026,623
4190,1026,736
443,1026,830
3241,1027,342
1492,1027,445
3641,1027,1542
1114,1029,85
732,1029,104
2790,1030,567
3613,1030,1002
1142,1030,1054
3167,1030,1442
1792,1031,547
1345,1031,991
4179,1031,1442
1118,1032,391
2200,1032,433
1389,1032,927
1625,1032,1232
1689,1033,158
3985,1033,361
2554,1033,1303
1281,1034,103
422,1034,156
10,1034,894
377,1035,996
2072,1035,1163
4245,1035,1187
1696,1036,464
3113,1036,840
2985,1036,1002
39,1037,269
1699,1037,363
4456,1037,690
3185,1037,988
1870,1037,1221
612,1039,221
466,1039,600
4732,1039,702
1296,1040,592
1484,1041,77
142,1041,969
1126,1041,1666
1540,1043,205
437,1043,325
3448,1043,480
3708,1043,814
610,1044,110
3474,1044,340
2953,1044,918
2970,1044,1056
3538,1044,1068
1393,1044,1289
4429,1044,1300
1660,1045,1212
1128,1045,1420
3155,1046,428
1734,1046,907
3348,1048,46
2340,1048,138
1463,1048,320
2496,1048,416
974,1048,499
3432,1048,1050
1704,1048,1214
2609,1048,1241
2692,1049,491
1132,1049,648
3434,1049,908
1363,1050,29
1669,1050,388
1784,1050,414
1133,1050,452
2529,1050,793
1372,1050,869
2851,1052,200
4843,1052,245
2553,1052,368
1752,1053,290
954,1053,491
136,1054,109
4033,1054,548
1177,1054,875
1571,1054,1164
3062,1055,10
1290,1056,607
4435,1056,695
3894,1058,469
3575,1058,1087
4623,1059,110
1142,1059,1054
773,1060,130
126,1060,229
4101,1060,1167
1214,1061,48
1321,1061,53
4511,1062,98
1194,1062,979
47,1062,994
3896,1063,168
1746,1063,173
1144,1063,642
3078,1064,161
1844,1065,295
1049,1066,390
4504,1067,23
3194,1067,1240
2412,1068,310
1146,1068,1337
2983,1069,111
2180,1069,299
2663,1069,299
2358,1069,477
2361,1069,797
3291,1069,816
427,1070,540
1149,1071,773
2874,1072,35
1561,1072,405
1152,1072,947
1167,1073,282
4053,1073,829
890,1074,325
901,1074,1064
2852,1075,737
1174,1076,239
1148,1077,37
1420,1077,773
1176,1077,1279
2051,1078,657
1383,1079,1129
133,1079,1530
1193,1080,517
1914,1080,618
669,1080,1063
3152,1080,1437
4340,1080,1449
